order_id,customer_id,order_date,status,region_code
O000430,C00215,2025-11-15 07:47:40,DELIVERED,SOUTH
O000431,C00216,2025-01-11 04:15:57,DELIVERED,CENTRAL
O000432,C00203,2025-02-27 20:32:58,DELIVERED,SOUTH
O000433,C00303,2025-12-13 14:44:47,DELIVERED,NORTH
O000434,C00337,2025-02-13 00:10:18,DELIVERED,CENTRAL
O000435,C00254,2025-07-07 01:15:26,RETURNED,SOUTH
O000436,C00582,2026-01-30 10:21:18,PLACED,CENTRAL
O000437,C00401,2025-03-15 13:07:52,PLACED,CENTRAL
O000438,C00313,2025-05-20 06:51:52,CANCELLED,EAST
O000439,C00443,2025-04-18 22:56:40,PLACED,SOUTH
O000440,,2025-10-02 14:22:45,DELIVERED,NORTH
O000441,C00244,2026-04-15 03:13:40,CANCELLED,CENTRAL
O000442,C00151,2025-12-06 07:50:33,CANCELLED,SOUTH
O000443,C00281,2025-06-18 13:49:04,RETURNED,EAST
O000444,C00223,2025-07-28 17:54:21,DELIVERED,WEST
O000445,C00523,2026-01-27 19:40:18,SHIPPED,CENTRAL
O000446,C00232,2025-05-03 07:35:23,DELIVERED,SOUTH
O000447,C00091,2026-06-05 09:32:06,SHIPPED,NORTH
O000448,C00231,2025-08-02 00:24:35,PLACED,NORTH
O000449,C00342,2025-01-18 14:11:48,SHIPPED,WEST
O000450,C00064,2025-02-28 06:59:59,RETURNED,WEST
O000451,C00270,2025-03-22 18:40:13,CANCELLED,NORTH
O000452,C00514,2026-02-02 07:22:59,DELIVERED,SOUTH
O000453,C00554,2026-02-19 01:18:56,RETURNED,CENTRAL
O000454,C00420,2025-03-10 14:02:05,RETURNED,SOUTH
O000455,C00403,2025-02-06 14:32:45,PLACED,EAST
O000456,C00042,2026-06-24 18:28:06,DELIVERED,CENTRAL
O000457,C00046,2025-01-20 08:16:39,RETURNED,NORTH
O000458,C00199,2025-04-07 03:51:48,DELIVERED,SOUTH
O000459,C00447,2026-04-27 17:26:01,CANCELLED,WEST
O000460,,2025-07-22 07:53:11,PLACED,SOUTH
O000461,C00006,2026-04-27 18:40:36,PLACED,WEST
O000462,C00043,2026-03-22 15:48:11,SHIPPED,CENTRAL
O000463,C00200,2026-01-31 18:38:40,RETURNED,SOUTH
O000464,C00189,2026-02-05 12:02:58,DELIVERED,EAST
O000465,C00472,2026-06-26 23:24:09,RETURNED,NORTH
O000466,C00200,2025-11-12 07:05:45,PLACED,EAST
O000467,C00210,2025-01-07 02:08:25,DELIVERED,SOUTH
O000468,C00198,2025-01-19 10:37:04,CANCELLED,CENTRAL
O000469,C00164,2026-03-13 05:33:34,DELIVERED,SOUTH
O000470,C00470,2025-11-30 20:33:41,DELIVERED,SOUTH
O000471,C00245,2025-06-22 03:39:28,DELIVERED,SOUTH
O000472,C00062,2026-07-02 13:05:14,DELIVERED,CENTRAL
O000473,C00106,2026-06-30 19:55:46,PLACED,NORTH
O000474,C00423,2026-07-15 19:24:34,CANCELLED,SOUTH
O000475,C00370,2025-09-03 12:18:12,DELIVERED,CENTRAL
O000476,C00550,2026-03-17 14:34:56,SHIPPED,NORTH
O000477,C00584,2025-03-20 09:22:23,DELIVERED,EAST
O000478,C00313,2025-03-24 08:36:03,SHIPPED,NORTH
O000479,C00154,2025-04-24 22:17:16,SHIPPED,EAST
O000480,,2025-04-06 23:02:47,PLACED,WEST
O000481,C00356,2025-07-01 07:48:55,DELIVERED,WEST
O000482,C00343,2026-05-08 16:20:01,CANCELLED,WEST
O000483,C00530,2026-05-30 16:27:02,DELIVERED,SOUTH
O000484,C00448,2025-11-08 10:23:19,DELIVERED,EAST
O000485,C00095,2026-07-25 08:46:38,DELIVERED,CENTRAL
O000486,C00253,2026-01-09 11:19:49,CANCELLED,CENTRAL
O000487,C00230,2025-11-23 06:36:21,CANCELLED,EAST
O000488,C00580,2026-04-22 01:14:52,CANCELLED,CENTRAL
O000489,C00109,2026-03-15 11:33:27,DELIVERED,EAST
O000490,C00539,2025-01-09 10:32:50,DELIVERED,SOUTH
O000491,C00052,2025-06-26 08:16:15,SHIPPED,NORTH
O000492,C00235,2025-09-12 17:56:12,SHIPPED,WEST
O000493,C00083,2025-03-01 00:41:15,CANCELLED,NORTH
O000494,C00347,2025-04-30 03:12:07,SHIPPED,NORTH
O000495,C00001,2025-05-22 15:22:28,PLACED,CENTRAL
O000496,C00393,2025-04-23 05:06:03,SHIPPED,CENTRAL
O000497,C00410,2026-01-20 08:02:45,CANCELLED,WEST
O000498,C00482,2025-06-28 05:11:41,SHIPPED,CENTRAL
O000499,C00425,2026-02-20 19:02:07,PLACED,EAST
O000500,,2026-05-05 13:10:18,DELIVERED,CENTRAL
O000501,C00160,2026-02-06 21:04:36,DELIVERED,EAST
O000502,C00116,2026-07-29 05:36:59,DELIVERED,CENTRAL
O000503,C00290,2026-06-15 01:54:43,DELIVERED,NORTH
O000504,C00378,2026-04-23 08:17:13,DELIVERED,CENTRAL
O000505,C00495,2025-05-19 18:24:04,DELIVERED,CENTRAL
O000506,C00498,2025-08-12 14:02:30,PLACED,NORTH
O000507,C00410,2026-07-26 07:37:47,PLACED,SOUTH
O000508,C00510,2025-12-06 13:15:32,CANCELLED,CENTRAL
O000509,C00399,2025-12-20 12:24:58,SHIPPED,EAST
O000510,C00141,2026-04-26 13:34:11,CANCELLED,EAST
O000511,C00392,2025-10-10 20:48:34,DELIVERED,SOUTH
O000512,C00473,2026-04-19 17:01:31,PLACED,NORTH
O000513,C00588,2026-06-06 04:59:34,DELIVERED,NORTH
O000514,C00018,2025-07-09 13:14:39,PLACED,NORTH
O000515,C00083,2026-01-07 13:36:48,DELIVERED,SOUTH
O000516,C00219,2025-01-20 07:17:02,RETURNED,NORTH
O000517,C00344,2025-07-22 09:11:46,DELIVERED,WEST
O000518,C00115,2025-11-25 15:14:18,DELIVERED,SOUTH
O000519,C00306,2025-12-23 10:34:01,DELIVERED,EAST
O000520,,2026-01-15 07:42:47,PLACED,WEST
O000521,C00217,2025-03-29 06:02:00,PLACED,CENTRAL
O000522,C00303,2026-07-14 23:59:21,DELIVERED,NORTH
O000523,C00404,2025-10-25 19:59:16,CANCELLED,NORTH
O000524,C00267,2025-05-02 02:54:30,SHIPPED,CENTRAL
O000525,C00469,2025-04-30 13:40:27,SHIPPED,CENTRAL
O000526,C00520,2025-05-30 16:01:35,SHIPPED,NORTH
O000527,C00109,2026-02-24 16:06:18,DELIVERED,CENTRAL
O000528,C00103,2026-02-12 18:53:01,CANCELLED,WEST
O000529,C00076,2025-08-03 14:38:12,SHIPPED,SOUTH
O000530,C00262,2025-09-16 07:08:52,RETURNED,SOUTH
O000531,C00102,2025-03-29 17:19:06,DELIVERED,NORTH
O000532,C00025,2026-04-15 00:22:05,DELIVERED,EAST
O000533,C00106,2026-05-07 02:15:49,DELIVERED,NORTH
O000534,C00199,2026-04-25 07:55:23,SHIPPED,NORTH
O000535,C00240,2025-07-24 05:39:49,SHIPPED,NORTH
O000536,C00248,2026-04-17 01:45:25,DELIVERED,CENTRAL
O000537,C00241,2025-06-07 13:38:07,SHIPPED,NORTH
O000538,C00384,2025-11-11 02:23:54,SHIPPED,CENTRAL
O000539,C00169,2026-03-30 06:46:11,DELIVERED,NORTH
O000540,,2025-12-13 18:01:26,DELIVERED,CENTRAL
O000541,C00156,2025-01-16 21:13:33,PLACED,WEST
O000542,C00163,2025-08-27 10:20:22,PLACED,WEST
O000543,C00371,2025-08-30 15:37:07,DELIVERED,EAST
O000544,C00061,2025-03-08 03:02:36,DELIVERED,NORTH
O000545,C00069,2026-01-11 00:08:38,SHIPPED,NORTH
O000546,C00215,2025-02-08 17:50:10,SHIPPED,SOUTH
O000547,C00009,2025-05-13 05:10:25,PLACED,NORTH
O000548,C00017,2025-10-01 08:57:03,DELIVERED,EAST
O000549,C00262,2026-06-14 09:06:36,DELIVERED,EAST
O000550,C00121,2026-04-14 20:13:49,SHIPPED,WEST
O000551,C00533,2025-12-01 22:30:04,SHIPPED,CENTRAL
O000552,C00132,2025-03-17 00:42:48,PLACED,NORTH
O000553,C00161,2026-02-09 07:20:26,SHIPPED,WEST
O000554,C00220,2025-05-20 03:09:18,CANCELLED,SOUTH
O000555,C00572,2025-10-02 19:46:04,DELIVERED,NORTH
O000556,C00225,2025-05-10 08:07:02,DELIVERED,NORTH
O000557,C00090,2026-01-11 21:56:02,DELIVERED,WEST
O000558,C00247,2026-02-01 07:51:48,PLACED,NORTH
O000559,C00475,2025-01-29 02:40:58,DELIVERED,CENTRAL
O000560,,2025-02-27 02:22:22,PLACED,NORTH
O000561,C00580,2025-02-09 14:40:39,PLACED,EAST
O000562,C00303,2026-04-08 21:41:27,DELIVERED,SOUTH
O000563,C00437,2026-01-02 07:51:48,PLACED,EAST
O000564,C00373,2026-05-09 05:11:35,SHIPPED,EAST
O000565,C00585,2026-06-04 20:51:32,CANCELLED,CENTRAL
O000566,C00339,2025-11-14 15:27:33,DELIVERED,WEST
O000567,C00309,2025-03-31 04:16:54,SHIPPED,SOUTH
O000568,C00579,2025-12-11 01:02:24,DELIVERED,NORTH
O000569,C00234,2026-05-20 16:12:12,DELIVERED,CENTRAL
O000570,C00414,2025-07-21 15:42:21,DELIVERED,EAST
O000571,C00168,2026-06-13 15:52:54,PLACED,NORTH
O000572,C00449,2026-01-16 06:57:20,DELIVERED,EAST
O000573,C00495,2025-02-14 17:08:04,PLACED,CENTRAL
O000574,C00594,2025-02-09 19:52:56,DELIVERED,EAST
O000575,C00041,2025-03-30 23:20:53,CANCELLED,NORTH
O000576,C00130,2025-05-21 15:36:28,DELIVERED,NORTH
O000577,C00492,2025-05-22 13:00:55,SHIPPED,SOUTH
O000578,C00579,2026-06-03 01:35:26,DELIVERED,NORTH
O000579,C00367,2025-06-09 11:09:27,DELIVERED,CENTRAL
O000580,,2026-05-15 12:10:34,SHIPPED,WEST
O000581,C00234,2025-04-13 03:55:31,SHIPPED,NORTH
O000582,C00308,2026-05-24 08:36:46,RETURNED,CENTRAL
O000583,C00446,2025-03-15 11:31:35,DELIVERED,WEST
O000584,C00059,2025-03-20 05:09:10,RETURNED,SOUTH
O000585,C00509,2025-09-24 16:23:27,DELIVERED,EAST
O000586,C00276,2025-03-26 13:05:44,DELIVERED,CENTRAL
O000587,C00019,2025-04-01 21:56:26,DELIVERED,EAST
O000588,C00212,2025-11-16 22:49:01,SHIPPED,CENTRAL
O000589,C00062,2025-06-11 00:52:49,RETURNED,CENTRAL
O000590,C00589,2025-04-26 15:14:16,RETURNED,EAST
O000591,C00138,2025-05-01 13:36:18,CANCELLED,NORTH
O000592,C00436,2025-02-02 11:54:41,DELIVERED,WEST
O000593,C00277,2026-05-07 20:45:55,PLACED,SOUTH
O000594,C00317,2026-07-17 01:15:26,SHIPPED,SOUTH
O000595,C00020,2025-04-09 07:52:09,PLACED,NORTH
O000596,C00574,2025-03-06 04:28:44,PLACED,EAST
O000597,C00490,2026-01-30 10:30:29,SHIPPED,NORTH
O000598,C00522,2025-12-12 07:39:02,DELIVERED,WEST
O000599,C00374,2026-01-24 09:19:47,DELIVERED,EAST
O000600,,2026-07-17 10:47:13,SHIPPED,WEST
O000601,C00320,2025-01-26 04:19:52,SHIPPED,WEST
O000602,C00468,2025-08-10 22:09:39,PLACED,NORTH
O000603,C00005,2025-11-07 22:36:41,PLACED,NORTH
O000604,C00478,2025-02-21 21:53:14,DELIVERED,NORTH
O000605,C00556,2025-11-24 19:26:12,SHIPPED,EAST
O000606,C00107,2026-03-28 04:26:01,CANCELLED,EAST
O000607,C00478,2026-02-06 08:11:13,PLACED,CENTRAL
O000608,C00405,2025-10-30 23:38:45,PLACED,CENTRAL
O000609,C00498,2025-06-04 14:32:10,RETURNED,EAST
O000610,C00244,2025-06-30 22:29:53,DELIVERED,EAST
O000611,C00183,2025-02-20 13:23:46,DELIVERED,EAST
O000612,C00595,2025-11-20 23:31:55,PLACED,NORTH
O000613,C00047,2026-03-26 17:17:53,DELIVERED,NORTH
O000614,C00439,2025-10-06 09:27:21,SHIPPED,CENTRAL
O000615,C00429,2026-03-21 04:02:08,DELIVERED,SOUTH
O000616,C00193,2025-03-27 15:12:39,SHIPPED,EAST
O000617,C00187,2025-10-07 16:41:33,DELIVERED,SOUTH
O000618,C00072,2026-02-27 21:34:32,DELIVERED,SOUTH
O000619,C00227,2026-02-17 03:51:18,DELIVERED,WEST
O000620,,2025-07-25 07:37:44,DELIVERED,CENTRAL
O000621,C00082,2025-04-30 22:20:03,CANCELLED,WEST
O000622,C00462,2025-11-23 11:02:49,DELIVERED,NORTH
O000623,C00083,2026-01-06 13:25:26,CANCELLED,NORTH
O000624,C00540,2025-09-26 01:16:10,RETURNED,NORTH
O000625,C00597,2026-03-14 13:15:09,RETURNED,EAST
O000626,C00595,2025-08-25 11:52:59,RETURNED,NORTH
O000627,C00455,2025-01-31 16:51:14,PLACED,NORTH
O000628,C00454,2025-10-02 14:59:01,SHIPPED,WEST
O000629,C00081,2026-02-26 13:27:14,DELIVERED,EAST
O000630,C00084,2025-08-11 13:38:48,CANCELLED,CENTRAL
O000631,C00561,2025-11-10 18:54:12,DELIVERED,EAST
O000632,C00319,2025-01-06 03:12:28,PLACED,WEST
O000633,C00082,2025-01-29 06:22:40,DELIVERED,CENTRAL
O000634,C00051,2026-01-04 18:01:42,CANCELLED,WEST
O000635,C00072,2025-06-19 02:49:23,DELIVERED,SOUTH
O000636,C00538,2025-05-23 01:42:07,PLACED,NORTH
O000637,C00069,2026-01-11 03:58:04,DELIVERED,SOUTH
O000638,C00546,2025-03-14 14:00:40,PLACED,SOUTH
O000639,C00315,2025-03-29 00:09:14,PLACED,EAST
O000640,,2026-03-28 12:37:49,DELIVERED,NORTH
O000641,C00240,2026-06-27 07:18:15,DELIVERED,CENTRAL
O000642,C00501,2026-01-07 23:12:26,DELIVERED,CENTRAL
O000643,C00290,2025-12-05 03:28:10,DELIVERED,EAST
O000644,C00056,2026-01-04 09:11:06,DELIVERED,WEST
O000645,C00586,2025-08-25 07:33:30,PLACED,WEST
O000646,C00384,2025-12-29 23:27:51,DELIVERED,NORTH
O000647,C00536,2026-05-12 18:35:56,PLACED,EAST
O000648,C00515,2025-02-24 07:11:31,DELIVERED,EAST
O000649,C00028,2025-06-04 07:31:33,DELIVERED,SOUTH
O000650,C00311,2025-03-03 07:14:40,PLACED,CENTRAL
O000651,C00508,2025-10-24 19:46:30,DELIVERED,SOUTH
O000652,C00320,2026-05-09 20:22:20,PLACED,SOUTH
O000653,C00001,2025-04-01 06:03:32,SHIPPED,EAST
O000654,C00344,2025-06-21 08:27:53,SHIPPED,NORTH
O000655,C00475,2026-06-26 22:07:24,PLACED,WEST
O000656,C00012,2025-09-12 05:03:59,RETURNED,EAST
O000657,C00219,2025-08-31 22:24:41,DELIVERED,CENTRAL
O000658,C00061,2025-03-06 16:20:18,CANCELLED,SOUTH
O000659,C00400,2026-03-28 17:20:08,DELIVERED,SOUTH
O000660,,2026-04-12 13:24:32,DELIVERED,SOUTH
O000661,C00356,2025-06-13 19:47:04,SHIPPED,SOUTH
O000662,C00599,2026-04-06 14:50:54,DELIVERED,EAST
O000663,C00432,2026-02-17 20:17:43,SHIPPED,SOUTH
O000664,C00402,2025-06-15 08:27:02,SHIPPED,EAST
O000665,C00228,2025-05-27 09:59:10,CANCELLED,NORTH
O000666,C00026,2025-04-03 09:49:38,PLACED,EAST
O000667,C00556,2025-01-12 17:45:39,PLACED,NORTH
O000668,C00546,2026-07-22 22:02:28,CANCELLED,CENTRAL
O000669,C00021,2025-07-16 11:18:15,CANCELLED,EAST
O000670,C00580,2025-05-21 06:29:26,DELIVERED,EAST
O000671,C00593,2025-01-22 14:32:36,PLACED,WEST
O000672,C00315,2025-04-07 18:56:01,PLACED,WEST
O000673,C00064,2026-01-01 06:14:54,PLACED,SOUTH
O000674,C00232,2026-05-22 23:06:42,DELIVERED,NORTH
O000675,C00401,2025-01-02 06:41:48,RETURNED,EAST
O000676,C00255,2026-07-15 11:07:13,SHIPPED,SOUTH
O000677,C00399,2025-01-19 07:13:51,CANCELLED,NORTH
O000678,C00301,2025-12-09 22:42:13,PLACED,NORTH
O000679,C00108,2025-01-23 12:13:18,DELIVERED,CENTRAL
O000680,,2026-04-05 07:39:39,PLACED,WEST
O000681,C00564,2026-07-09 16:07:04,SHIPPED,EAST
O000682,C00333,2026-01-06 13:31:44,RETURNED,NORTH
O000683,C00145,2026-01-12 19:20:30,DELIVERED,WEST
O000684,C00237,2026-02-10 22:13:34,PLACED,CENTRAL
O000685,C00455,2026-07-13 12:37:32,DELIVERED,EAST
O000686,C00382,2025-07-28 02:09:40,DELIVERED,NORTH
O000687,C00098,2025-01-04 06:03:47,CANCELLED,EAST
O000688,C00264,2025-03-12 08:15:57,DELIVERED,WEST
O000689,C00530,2025-12-05 09:05:45,DELIVERED,SOUTH
O000690,C00191,2025-04-24 12:42:04,PLACED,CENTRAL
O000691,C00013,2026-05-30 22:02:15,CANCELLED,NORTH
O000692,C00297,2025-05-27 13:39:41,DELIVERED,EAST
O000693,C00028,2025-02-17 01:37:35,CANCELLED,EAST
O000694,C00553,2025-07-14 22:04:46,CANCELLED,EAST
O000695,C00497,2025-03-04 17:10:53,DELIVERED,EAST
O000696,C00495,2026-03-28 15:00:12,SHIPPED,NORTH
O000697,C00260,2025-07-08 16:50:11,RETURNED,WEST
O000698,C00539,2025-06-16 03:48:01,DELIVERED,WEST
O000699,C00537,2025-12-08 15:50:07,DELIVERED,WEST
O000700,,2025-07-16 13:58:55,RETURNED,EAST
O000701,C00271,2025-12-17 06:11:35,DELIVERED,EAST
O000702,C00171,2026-05-26 00:59:50,DELIVERED,NORTH
O000703,C00123,2025-09-26 04:21:28,PLACED,NORTH
O000704,C00456,2025-06-01 06:18:26,DELIVERED,NORTH
O000705,C00078,2025-08-08 11:06:37,DELIVERED,CENTRAL
O000706,C00450,2025-08-11 11:19:32,PLACED,EAST
O000707,C00507,2025-10-26 23:26:39,DELIVERED,EAST
O000708,C00067,2025-08-23 23:22:49,DELIVERED,SOUTH
O000709,C00508,2026-07-09 14:38:31,DELIVERED,EAST
O000710,C00150,2025-12-21 23:46:33,SHIPPED,CENTRAL
O000711,C00584,2026-04-19 19:37:20,SHIPPED,WEST
O000712,C00475,2025-12-02 23:32:14,DELIVERED,SOUTH
O000713,C00276,2026-06-21 07:00:41,PLACED,EAST
O000714,C00548,2026-05-01 05:41:31,PLACED,SOUTH
O000715,C00527,2026-03-31 07:32:52,PLACED,EAST
O000716,C00521,2026-01-21 01:01:14,PLACED,NORTH
O000717,C00288,2025-10-14 18:05:39,DELIVERED,SOUTH
O000718,C00420,2026-03-11 21:46:27,PLACED,WEST
O000719,C00221,2025-10-05 10:56:14,DELIVERED,CENTRAL
O000720,,2026-02-28 04:34:01,CANCELLED,CENTRAL
O000721,C00196,2025-11-24 19:51:02,SHIPPED,EAST
O000722,C00248,2025-09-27 01:40:05,SHIPPED,SOUTH
O000723,C00245,2025-09-01 00:15:14,PLACED,SOUTH
O000724,C00587,2025-07-27 07:02:34,PLACED,NORTH
O000725,C00133,2026-06-11 22:05:47,PLACED,SOUTH
O000726,C00579,2025-05-28 02:40:40,RETURNED,NORTH
O000727,C00018,2025-01-03 23:27:06,DELIVERED,CENTRAL
O000728,C00570,2025-11-20 20:32:17,DELIVERED,SOUTH
O000729,C00245,2025-03-26 19:23:21,DELIVERED,CENTRAL
O000730,C00076,2026-04-29 20:58:59,PLACED,EAST
O000731,C00327,2026-07-15 05:25:12,DELIVERED,WEST
O000732,C00307,2025-01-16 08:30:12,DELIVERED,NORTH
O000733,C00508,2025-03-03 02:42:35,DELIVERED,SOUTH
O000734,C00358,2025-07-12 11:54:31,SHIPPED,NORTH
O000735,C00445,2026-01-31 22:37:48,DELIVERED,EAST
O000736,C00230,2026-05-18 12:26:44,PLACED,NORTH
O000737,C00100,2025-04-22 09:26:32,DELIVERED,EAST
O000738,C00004,2025-09-13 18:58:47,DELIVERED,EAST
O000739,C00188,2025-11-03 10:28:13,DELIVERED,SOUTH
O000740,,2026-01-10 06:22:37,DELIVERED,NORTH
O000741,C00377,2025-02-16 03:03:19,DELIVERED,WEST
O000742,C00271,2025-04-02 02:26:52,SHIPPED,NORTH
O000743,C00211,2025-09-22 06:27:33,DELIVERED,SOUTH
O000744,C00444,2025-09-23 00:39:03,RETURNED,NORTH
O000745,C00038,2025-09-04 08:46:35,DELIVERED,EAST
O000746,C00164,2026-05-20 08:56:16,PLACED,SOUTH
O000747,C00425,2025-08-08 18:49:55,DELIVERED,CENTRAL
O000748,C00371,2025-06-08 07:17:58,DELIVERED,WEST
O000749,C00460,2025-09-09 03:03:21,DELIVERED,EAST
O000750,C00228,2026-02-18 19:02:27,DELIVERED,EAST
O000751,C00441,2026-04-07 00:00:43,DELIVERED,EAST
O000752,C00341,2025-02-28 08:34:51,PLACED,WEST
O000753,C00302,2025-07-19 22:19:20,DELIVERED,SOUTH
O000754,C00575,2025-02-25 05:54:05,CANCELLED,NORTH
O000755,C00370,2026-04-21 17:06:20,DELIVERED,EAST
O000756,C00184,2025-10-28 10:29:43,SHIPPED,NORTH
O000757,C00343,2026-04-28 18:23:52,DELIVERED,CENTRAL
O000758,C00009,2025-02-12 12:26:27,DELIVERED,EAST
O000759,C00052,2025-01-20 21:26:31,DELIVERED,NORTH
O000760,,2025-03-24 15:11:07,DELIVERED,CENTRAL
O000761,C00291,2025-11-02 02:42:45,PLACED,EAST
O000762,C00366,2026-04-01 11:56:12,DELIVERED,WEST
O000763,C00150,2025-04-04 21:55:56,PLACED,NORTH
O000764,C00526,2025-09-29 11:23:10,SHIPPED,EAST
O000765,C00536,2025-06-26 00:53:41,DELIVERED,CENTRAL
O000766,C00422,2026-02-10 21:30:15,DELIVERED,WEST
O000767,C00434,2025-08-15 17:30:44,DELIVERED,NORTH
O000768,C00297,2026-06-14 18:08:44,DELIVERED,EAST
O000769,C00371,2025-06-28 05:15:24,DELIVERED,EAST
O000770,C00033,2026-04-24 09:20:22,DELIVERED,CENTRAL
O000771,C00030,2025-10-19 00:40:47,DELIVERED,WEST
O000772,C00040,2025-02-14 05:52:16,DELIVERED,NORTH
O000773,C00207,2025-01-01 05:02:20,DELIVERED,SOUTH
O000774,C00324,2025-08-11 10:40:36,RETURNED,WEST
O000775,C00558,2025-10-29 13:43:17,CANCELLED,NORTH
O000776,C00523,2025-09-06 06:39:18,DELIVERED,CENTRAL
O000777,C00059,2025-08-06 01:35:02,PLACED,SOUTH
O000778,C00089,2025-03-14 15:05:54,PLACED,WEST
O000779,C00075,2025-10-23 12:44:06,DELIVERED,NORTH
O000780,,2026-04-09 11:51:26,PLACED,SOUTH
O000781,C00296,2026-04-25 20:24:07,DELIVERED,EAST
O000782,C00007,2025-04-13 23:26:26,DELIVERED,NORTH
O000783,C00035,2025-08-04 13:32:46,RETURNED,EAST
O000784,C00425,2025-04-29 22:46:09,DELIVERED,CENTRAL
O000785,C00586,2025-01-14 19:50:54,DELIVERED,WEST
O000786,C00186,2025-05-02 05:40:57,PLACED,EAST
O000787,C00524,2025-08-30 20:49:48,DELIVERED,EAST
O000788,C00405,2025-07-03 14:18:46,SHIPPED,SOUTH
O000789,C00206,2025-10-31 21:55:45,DELIVERED,SOUTH
O000790,C00348,2025-10-14 23:21:48,DELIVERED,WEST
O000791,C00393,2026-07-09 16:32:01,DELIVERED,SOUTH
O000792,C00598,2025-03-03 04:50:13,CANCELLED,NORTH
O000793,C00101,2026-02-15 20:47:12,RETURNED,SOUTH
O000794,C00433,2025-11-11 01:09:01,DELIVERED,WEST
O000795,C00482,2026-03-08 21:40:30,RETURNED,CENTRAL
O000796,C00522,2025-07-29 06:12:02,DELIVERED,WEST
O000797,C00027,2026-06-05 11:29:23,PLACED,EAST
O000798,C00595,2026-01-18 11:12:39,DELIVERED,WEST
O000799,C00166,2025-10-24 12:37:49,CANCELLED,CENTRAL
O000800,,2025-07-30 06:47:00,PLACED,CENTRAL
O000801,C00259,2026-06-30 22:54:38,PLACED,CENTRAL
O000802,C00096,2025-03-24 15:16:43,PLACED,SOUTH
O000803,C00562,2025-08-06 04:36:40,CANCELLED,WEST
O000804,C00342,2025-04-27 14:48:39,PLACED,WEST
O000805,C00256,2026-03-07 01:29:07,DELIVERED,EAST
O000806,C00520,2026-06-03 20:21:28,RETURNED,WEST
O000807,C00064,2025-08-19 21:37:11,SHIPPED,NORTH
O000808,C00267,2025-08-21 13:31:39,PLACED,SOUTH
O000809,C00275,2025-03-17 21:07:00,RETURNED,SOUTH
O000810,C00348,2025-02-05 23:05:41,DELIVERED,SOUTH
O000811,C00351,2025-03-21 06:09:55,PLACED,SOUTH
O000812,C00035,2026-05-09 19:14:04,DELIVERED,WEST
O000813,C00116,2026-06-28 16:08:07,DELIVERED,EAST
O000814,C00403,2026-06-16 12:49:45,DELIVERED,EAST
O000815,C00327,2025-10-05 05:58:06,DELIVERED,SOUTH
O000816,C00462,2025-10-16 11:49:31,SHIPPED,WEST
O000817,C00566,2025-01-10 13:53:34,SHIPPED,EAST
O000818,C00317,2026-04-05 08:17:42,CANCELLED,NORTH
O000819,C00340,2026-05-06 19:19:36,PLACED,NORTH
O000820,,2025-02-22 18:08:01,CANCELLED,NORTH
O000821,C00235,2026-04-16 22:11:18,PLACED,NORTH
O000822,C00496,2025-01-16 13:40:31,DELIVERED,NORTH
O000823,C00110,2026-03-01 13:07:00,DELIVERED,CENTRAL
O000824,C00456,2025-07-30 10:22:34,RETURNED,CENTRAL
O000825,C00517,2025-04-28 10:09:56,RETURNED,NORTH
O000826,C00151,2026-01-13 18:20:17,DELIVERED,SOUTH
O000827,C00218,2025-01-06 09:53:56,SHIPPED,EAST
O000828,C00217,2025-10-06 04:11:10,SHIPPED,EAST
O000829,C00305,2026-07-21 21:19:09,PLACED,NORTH
O000830,C00527,2025-03-30 07:41:31,DELIVERED,SOUTH
O000831,C00481,2025-10-09 15:38:24,DELIVERED,NORTH
O000832,C00465,2026-06-01 08:32:24,PLACED,SOUTH
O000833,C00302,2025-03-21 01:54:44,CANCELLED,SOUTH
O000834,C00579,2025-10-29 22:07:10,SHIPPED,SOUTH
O000835,C00084,2025-12-03 09:22:20,DELIVERED,WEST
O000836,C00243,2025-02-06 08:48:24,DELIVERED,CENTRAL
O000837,C00380,2025-06-10 00:08:44,RETURNED,CENTRAL
O000838,C00312,2025-05-25 05:26:24,DELIVERED,CENTRAL
O000839,C00514,2025-07-15 14:03:56,DELIVERED,WEST
O000840,,2026-06-01 10:17:31,PLACED,CENTRAL
O000841,C00420,2025-02-16 04:24:00,DELIVERED,CENTRAL
O000842,C00086,2025-08-28 19:19:51,DELIVERED,WEST
O000843,C00588,2026-04-11 04:19:36,DELIVERED,CENTRAL
O000844,C00183,2025-09-28 21:45:14,DELIVERED,WEST
O000845,C00005,2026-01-24 05:52:11,DELIVERED,CENTRAL
O000846,C00110,2025-11-06 12:54:12,DELIVERED,NORTH
O000847,C00463,2025-04-14 08:57:25,PLACED,WEST
O000848,C00011,2026-07-06 09:15:42,PLACED,EAST
O000849,C00104,2025-02-25 03:19:15,DELIVERED,SOUTH
O000850,C00346,2026-02-19 22:36:44,PLACED,NORTH
O000851,C00472,2025-11-20 22:44:42,CANCELLED,NORTH
O000852,C00161,2025-04-06 09:03:17,DELIVERED,EAST
O000853,C00046,2025-02-28 23:34:25,DELIVERED,EAST
O000854,C00176,2026-03-01 21:11:47,SHIPPED,WEST
O000855,C00415,2025-05-11 00:43:16,SHIPPED,NORTH
O000856,C00140,2026-05-01 21:44:48,PLACED,EAST
O000857,C00079,2025-11-26 04:43:04,SHIPPED,CENTRAL
O000858,C00196,2025-03-17 04:02:59,DELIVERED,CENTRAL
