item_id,order_id,product_id,quantity,unit_price,discount_percent
I0000602,O000373,P00385,6,542.18,34.25
I0000603,O000779,P00443,7,822.04,34.41
I0000604,O000829,P00496,5,358.36,31.32
I0000605,O000456,P00355,1,82.49,12.76
I0000606,O000860,P00031,2,957.25,6.3
I0000607,O000446,P00443,7,1090.5,7.33
I0000608,O000221,P00466,6,422.29,17.31
I0000609,O000634,P00410,7,864.01,5.91
I0000610,O000704,P00063,5,94.78,18.82
I0000611,O000052,P00211,7,1140.35,19.09
I0000612,O000847,P00151,8,39.82,25.27
I0000613,O000738,P00257,1,938.77,11.89
I0000614,O000233,P00220,8,32.05,5.65
I0000615,O000554,P00091,3,240.41,11.51
I0000616,O000491,P00104,8,908.44,12.5
I0000617,O000556,P00225,3,591.51,25.94
I0000618,O000655,P00486,8,1050.8,0.25
I0000619,O000304,P00012,5,515.27,11.31
I0000620,O000567,P00222,8,756.09,22.69
I0000621,O000116,P00049,5,394.52,31.84
I0000622,O000437,P00220,2,407.93,25.02
I0000623,O000393,P00082,7,1161.02,9.9
I0000624,O000277,P00463,1,601.75,18.43
I0000625,O000867,P00488,1,1020.34,34.91
I0000626,O000466,P00094,1,295.96,30.72
I0000627,O000228,P00495,-2,485.16,27.69
I0000628,O000621,P00398,1,905.6,6.9
I0000629,O000947,P00146,5,641.14,30.82
I0000630,O000749,P00474,4,409.69,13.59
I0000631,O000699,P00202,5,424.22,17.95
I0000632,O000578,P00234,1,587.76,11.6
I0000633,O000668,P00128,6,371.33,31.05
I0000634,O000453,P00072,5,1114.9,12.49
I0000635,O000446,P00074,6,701.67,21.72
I0000636,O000117,P00003,3,683.18,33.26
I0000637,O000141,P00446,3,74.95,26.74
I0000638,O000510,P00380,6,936.48,8.88
I0000639,O000167,P00032,6,753.12,20.8
I0000640,O000757,P00210,6,1181.44,12.58
I0000641,O000413,P00438,4,482.67,29.65
I0000642,O000570,P00487,1,527.91,19.12
I0000643,O000240,P00390,1,867.67,19.24
I0000644,O000626,P00056,7,1104.91,13.21
I0000645,O000184,P00318,5,1120.36,27.96
I0000646,O000831,P00185,1,868.48,31.33
I0000647,O000131,P00424,4,788.53,11.88
I0000648,O000605,P00230,8,560.04,20.63
I0000649,O000619,P00350,7,817.74,15.32
I0000650,O000226,P00497,2,460.59,4.34
I0000651,O000785,P00386,4,88.0,24.66
I0000652,O000236,P00110,2,793.27,34.75
I0000653,O000426,P00136,1,700.84,29.64
I0000654,O000199,P00188,4,473.65,14.5
I0000655,O000746,P00013,4,857.0,5.05
I0000656,O000945,P00110,6,119.67,16.38
I0000657,O000077,P00108,2,780.98,1.29
I0000658,O000855,P00150,8,393.48,9.32
I0000659,O000646,P00486,5,147.63,18.85
I0000660,O000221,P00022,-3,433.7,0.4
I0000661,O000222,P00251,4,170.79,25.6
I0000662,O000438,P00445,5,627.02,31.33
I0000663,O000988,P00425,4,488.85,27.9
I0000664,O001000,P00283,7,279.52,14.92
I0000665,O000304,P00386,4,223.5,6.01
I0000666,O000562,P00394,4,1081.55,1.91
I0000667,O000949,P00236,4,1109.73,33.36
I0000668,O000285,P00470,4,349.73,31.42
I0000669,O000915,P00442,6,1080.9,22.46
I0000670,O000664,P00036,6,1023.07,14.38
I0000671,O000416,P00370,1,192.9,10.32
I0000672,O000264,P00032,8,1021.6,21.47
I0000673,O000545,P00455,6,1126.77,19.56
I0000674,O000725,P00018,5,761.9,14.18
I0000675,O000553,P00094,8,861.6,28.24
I0000676,O000553,P00217,3,870.04,30.4
I0000677,O000392,P00202,1,882.2,20.77
I0000678,O000314,P00200,1,596.98,8.46
I0000679,O000817,P00217,8,1101.37,20.46
I0000680,O000540,P00299,8,176.54,25.51
I0000681,O000274,P00274,4,630.23,25.61
I0000682,O000498,P00487,4,96.86,18.64
I0000683,O000807,P00282,6,850.13,11.61
I0000684,O000583,P00295,5,268.4,15.47
I0000685,O000588,P00222,2,494.72,20.3
I0000686,O000584,P00332,3,393.21,10.08
I0000687,O000651,P00151,1,737.24,31.91
I0000688,O000468,P00446,4,78.02,16.96
I0000689,O000499,P00427,4,397.93,16.27
I0000690,O000799,P00030,7,319.46,24.13
I0000691,O000076,P00127,2,592.5,3.29
I0000692,O000737,P00128,1,963.87,16.66
I0000693,O000822,P00370,-2,223.47,33.2
I0000694,O000502,P00235,1,1007.17,28.84
I0000695,O000774,P00053,4,57.67,5.48
I0000696,O000294,P00088,1,235.42,25.54
I0000697,O000499,P00016,6,664.32,34.11
I0000698,O000412,P00386,7,332.65,24.22
I0000699,O000310,P00313,5,72.8,12.77
I0000700,O000032,P00046,5,329.03,6.33
I0000701,O000228,P00138,4,1161.65,29.24
I0000702,O000571,P00208,1,355.18,20.23
I0000703,O000492,P00485,5,981.58,15.24
I0000704,O000738,P00436,1,554.81,13.6
I0000705,O000751,P00062,2,292.81,6.86
I0000706,O000713,P00268,8,1134.16,5.69
I0000707,O000664,P00277,2,968.4,8.03
I0000708,O000731,P00130,5,786.02,26.35
I0000709,O000755,P00226,8,738.61,6.88
I0000710,O000849,P00191,1,1128.44,16.48
I0000711,O000510,P00500,6,809.99,30.43
I0000712,O000405,P00357,2,862.53,16.64
I0000713,O000760,P00154,3,1107.88,7.74
I0000714,O000708,P00450,4,773.09,4.29
I0000715,O000780,P00342,3,980.16,8.47
I0000716,O000641,P00116,3,853.14,24.83
I0000717,O000862,P00159,4,738.87,24.93
I0000718,O001000,P00300,8,245.17,13.54
I0000719,O000463,P00202,1,247.33,0.86
I0000720,O000009,P00388,1,924.0,27.53
I0000721,O000287,P00275,3,957.56,10.46
I0000722,O000766,P00412,7,125.22,30.79
I0000723,O000591,P00464,6,344.58,30.29
I0000724,O000355,P00142,3,157.49,20.04
I0000725,O000994,P00032,2,533.47,0.32
I0000726,O000631,P00018,-2,895.8,16.75
I0000727,O000523,P00008,4,34.44,17.23
I0000728,O000227,P00016,6,443.77,13.65
I0000729,O000676,P00383,5,532.26,0.24
I0000730,O000994,P00497,6,591.6,33.07
I0000731,O000092,P00044,8,115.21,21.92
I0000732,O000771,P00139,2,154.79,22.5
I0000733,O000582,P00027,7,132.13,14.54
I0000734,O000720,P00094,5,930.56,13.28
I0000735,O000403,P00230,3,446.69,6.29
I0000736,O000005,P00482,8,87.21,27.36
I0000737,O000019,P00358,4,712.05,33.71
I0000738,O000960,P00266,6,1028.85,30.83
I0000739,O000583,P00202,3,1096.09,22.02
I0000740,O000018,P00203,6,250.87,25.56
I0000741,O000093,P00142,2,264.88,20.4
I0000742,O000778,P00492,5,1038.29,19.19
I0000743,O000128,P00008,3,995.17,10.31
I0000744,O000198,P00027,5,191.02,23.84
I0000745,O000592,P00033,3,288.95,1.34
I0000746,O000733,P00091,3,342.77,19.6
I0000747,O000359,P00481,6,1059.66,10.69
I0000748,O000708,P00447,1,702.74,12.12
I0000749,O000542,P00145,6,1171.8,16.34
I0000750,O000896,P00219,3,535.58,11.18
I0000751,O000121,P00070,6,147.97,17.24
I0000752,O000243,P00034,2,1102.22,34.44
I0000753,O000436,P00243,6,405.83,3.92
I0000754,O000459,P00057,1,928.99,16.86
I0000755,O000120,P00299,6,911.23,0.57
I0000756,O000440,P00198,7,137.14,25.36
I0000757,O000995,P00102,8,1024.3,1.78
I0000758,O000154,P00071,7,74.58,33.11
I0000759,O000825,P00308,-1,173.58,9.17
I0000760,O000083,P00044,1,719.99,18.24
I0000761,O000220,P00344,8,114.99,11.61
I0000762,O000049,P00430,1,1155.2,17.72
I0000763,O000603,P00239,6,402.59,17.58
I0000764,O000269,P00421,1,938.21,24.12
I0000765,O000152,P00089,8,425.69,9.87
I0000766,O000894,P00137,7,133.08,30.31
I0000767,O000463,P00375,3,879.45,0.63
I0000768,O000287,P00393,7,666.38,21.36
I0000769,O000894,P00079,6,700.42,0.3
I0000770,O000208,P00271,1,992.19,16.71
I0000771,O000756,P00098,1,523.95,16.05
I0000772,O000956,P00005,8,1058.23,7.72
I0000773,O000413,P00242,5,413.38,0.96
I0000774,O000567,P00259,8,186.15,23.59
I0000775,O000964,P00169,1,731.02,27.69
I0000776,O000733,P00307,4,340.48,10.14
I0000777,O000719,P00450,6,23.14,25.65
I0000778,O000918,P00017,4,62.98,26.82
I0000779,O000801,P00224,8,853.12,20.29
I0000780,O000701,P00474,2,1015.7,29.13
I0000781,O000630,P00312,2,332.93,26.1
I0000782,O000237,P00130,3,549.86,25.72
I0000783,O000248,P00248,5,318.71,6.25
I0000784,O000534,P00009,4,70.85,10.79
I0000785,O000093,P00488,8,311.18,4.41
I0000786,O000608,P00010,3,1024.08,18.96
I0000787,O000829,P00283,2,372.17,30.97
I0000788,O000138,P00148,4,889.1,12.16
I0000789,O000070,P00057,3,181.86,22.46
I0000790,O000584,P00073,5,749.18,7.3
I0000791,O000090,P00292,8,305.54,27.72
I0000792,O000275,P00181,-3,164.8,22.3
I0000793,O000575,P00249,2,676.87,34.31
I0000794,O000795,P00073,6,626.65,13.35
I0000795,O000398,P00456,3,28.27,0.61
I0000796,O000196,P00076,1,169.98,9.89
I0000797,O000997,P00407,2,558.34,21.29
I0000798,O000974,P00423,5,169.74,24.73
I0000799,O000596,P00134,1,833.14,23.71
I0000800,O000158,P00047,2,75.48,11.18
I0000801,O000469,P00017,7,1168.03,15.7
I0000802,O000393,P00243,1,573.5,28.69
I0000803,O000380,P00195,4,83.79,33.02
I0000804,O000137,P00437,7,945.55,24.64
I0000805,O000223,P00427,2,890.99,24.51
I0000806,O000394,P00250,6,1187.29,25.16
I0000807,O000266,P00229,2,1009.31,18.46
I0000808,O000702,P00009,4,202.12,3.2
I0000809,O000003,P00158,4,825.24,7.38
I0000810,O000913,P00277,5,74.25,31.57
I0000811,O000076,P00121,1,838.61,0.74
I0000812,O000131,P00188,4,1143.22,10.37
I0000813,O000835,P00068,4,146.04,19.19
I0000814,O000618,P00046,8,65.18,8.02
I0000815,O000490,P00496,7,1023.76,1.46
I0000816,O000877,P00132,7,352.15,16.81
I0000817,O000371,P00224,6,39.82,20.8
I0000818,O001000,P00059,8,467.05,7.7
I0000819,O000750,P00287,7,226.89,14.99
I0000820,O000514,P00008,1,84.43,4.48
I0000821,O000326,P00439,8,159.45,8.37
I0000822,O000558,P00151,1,915.84,32.16
I0000823,O000439,P00370,1,24.19,26.42
I0000824,O000395,P00134,8,1073.48,29.2
I0000825,O000344,P00015,-2,1056.71,20.01
I0000826,O000616,P00019,2,34.78,13.99
I0000827,O000119,P00105,4,757.33,23.62
I0000828,O000168,P00337,7,362.32,31.71
I0000829,O000915,P00218,2,504.16,2.55
I0000830,O000476,P00054,6,606.27,12.13
I0000831,O000205,P00341,8,534.43,20.65
I0000832,O000417,P00175,5,706.78,8.08
I0000833,O000671,P00026,7,29.23,7.87
I0000834,O000217,P00110,2,732.82,21.13
I0000835,O000401,P00196,7,844.4,13.0
I0000836,O000765,P00075,7,339.69,25.28
I0000837,O000570,P00325,4,680.84,5.72
I0000838,O000055,P00424,6,450.34,19.53
I0000839,O000465,P00332,6,650.05,31.14
I0000840,O000347,P00368,7,507.16,24.29
I0000841,O000529,P00244,1,704.31,12.77
I0000842,O000281,P00015,7,391.98,13.84
I0000843,O000035,P00319,2,714.13,3.91
I0000844,O000018,P00171,4,1136.86,29.52
I0000845,O000353,P00280,4,941.24,22.42
I0000846,O000274,P00240,8,111.58,27.96
I0000847,O000946,P00301,5,142.68,34.2
I0000848,O000246,P00082,6,302.83,4.53
I0000849,O000188,P00116,5,603.34,7.66
I0000850,O000818,P00264,6,1018.81,11.65
I0000851,O000362,P00005,6,962.98,14.46
I0000852,O000714,P00136,7,527.95,19.04
I0000853,O000974,P00105,2,779.42,23.45
I0000854,O000770,P00143,8,646.33,3.8
I0000855,O000950,P00388,7,1136.3,3.69
I0000856,O000046,P00383,3,954.23,2.55
I0000857,O000067,P00456,6,1173.39,28.75
I0000858,O000472,P00467,-3,404.6,31.08
I0000859,O000296,P00439,2,213.95,0.92
I0000860,O000316,P00117,7,902.68,13.17
I0000861,O000283,P00225,2,579.58,11.53
I0000862,O000659,P00289,2,42.16,17.45
I0000863,O000832,P00116,5,263.77,2.39
I0000864,O000484,P00368,2,637.98,12.33
I0000865,O000988,P00294,1,770.33,29.28
I0000866,O000458,P00341,8,1148.82,19.41
I0000867,O000230,P00167,7,1158.61,16.28
I0000868,O000189,P00478,2,846.15,13.25
I0000869,O000602,P00403,3,664.17,11.18
I0000870,O000277,P00404,6,615.46,6.17
I0000871,O000467,P00230,7,975.11,9.5
I0000872,O000888,P00212,5,548.63,34.85
I0000873,O000721,P00306,7,1070.5,30.32
I0000874,O000425,P00433,1,31.09,31.99
I0000875,O000234,P00092,6,1042.65,33.14
I0000876,O000979,P00419,4,126.34,31.72
I0000877,O000933,P00272,6,217.68,9.83
I0000878,O000635,P00320,2,283.51,25.93
I0000879,O000792,P00248,8,672.53,22.94
I0000880,O000261,P00461,4,774.99,3.7
I0000881,O000951,P00347,5,355.19,34.36
I0000882,O000231,P00329,5,968.81,23.75
I0000883,O000484,P00291,2,562.09,24.94
I0000884,O000630,P00049,7,748.39,28.69
I0000885,O000143,P00344,4,1199.89,8.9
I0000886,O000961,P00130,3,1033.89,8.91
I0000887,O000881,P00263,7,1166.7,27.46
I0000888,O000334,P00392,3,603.0,27.3
I0000889,O000608,P00426,2,235.74,14.37
I0000890,O000471,P00407,7,998.27,13.45
I0000891,O000079,P00276,-2,222.53,21.17
I0000892,O000507,P00083,7,213.87,17.08
I0000893,O000513,P00372,3,1082.24,20.16
I0000894,O000951,P00103,8,867.56,1.79
I0000895,O000384,P00102,8,401.6,21.97
I0000896,O000145,P00385,2,215.52,20.67
I0000897,O000676,P00416,5,416.6,34.43
I0000898,O000931,P00101,3,81.4,1.95
I0000899,O000434,P00156,6,353.82,26.26
I0000900,O000983,P00059,3,1076.19,15.28
I0000901,O000969,P00431,4,485.39,13.93
I0000902,O000579,P00200,3,97.84,21.45
I0000903,O000540,P00215,7,123.54,7.23
I0000904,O000604,P00438,4,744.49,31.32
I0000905,O000439,P00330,5,613.12,15.3
I0000906,O000063,P00061,5,537.34,8.11
I0000907,O000860,P00375,7,1149.28,1.83
I0000908,O000620,P00079,1,575.45,27.48
I0000909,O000885,P00160,7,931.5,32.04
I0000910,O000788,P00356,2,903.23,31.24
I0000911,O000272,P00205,4,243.33,3.94
I0000912,O000196,P00017,3,228.97,12.56
I0000913,O000600,P00205,1,264.41,26.71
I0000914,O000793,P00253,8,255.3,33.47
I0000915,O000233,P00447,1,395.84,13.13
I0000916,O000472,P00396,6,206.47,11.26
I0000917,O000081,P00472,6,700.6,27.87
I0000918,O000796,P00406,5,1115.68,31.72
I0000919,O000324,P00131,1,800.54,17.05
I0000920,O000998,P00384,7,874.69,18.09
I0000921,O000583,P00013,3,860.64,23.66
I0000922,O000622,P00436,2,656.45,33.65
I0000923,O000484,P00111,7,668.54,1.58
I0000924,O000504,P00010,-3,600.58,28.4
I0000925,O000764,P00226,1,840.58,9.67
I0000926,O000730,P00097,5,243.49,27.13
I0000927,O000432,P00368,3,1155.95,2.3
I0000928,O000733,P00352,5,359.63,30.07
I0000929,O000384,P00324,8,164.79,9.59
I0000930,O000679,P00309,7,505.53,7.79
I0000931,O000581,P00190,2,343.18,30.28
I0000932,O000080,P00132,1,99.09,0.68
I0000933,O000350,P00296,5,332.91,22.39
I0000934,O000605,P00135,5,301.41,14.08
I0000935,O000986,P00111,5,689.8,16.2
I0000936,O000729,P00279,3,227.99,33.27
I0000937,O000023,P00162,8,103.13,2.28
I0000938,O000068,P00055,3,132.37,6.27
I0000939,O000841,P00373,2,664.82,10.92
I0000940,O000658,P00266,2,83.42,29.8
I0000941,O000303,P00401,1,1073.31,9.27
I0000942,O000183,P00008,5,515.64,13.67
I0000943,O000874,P00356,6,863.52,32.82
I0000944,O000969,P00082,4,419.6,18.94
I0000945,O000228,P00360,3,90.09,12.24
I0000946,O000782,P00123,1,1006.23,23.08
I0000947,O000988,P00393,6,750.79,29.26
I0000948,O000971,P00075,2,182.87,11.83
I0000949,O000603,P00125,2,1128.08,28.75
I0000950,O000055,P00001,2,223.08,34.46
I0000951,O000858,P00169,5,742.67,15.71
I0000952,O000402,P00479,6,772.86,15.02
I0000953,O000316,P00408,5,177.04,18.6
I0000954,O000990,P00340,7,508.17,22.15
I0000955,O000498,P00003,7,451.2,7.25
I0000956,O000699,P00458,3,465.71,34.77
I0000957,O000440,P00264,-1,215.77,29.0
I0000958,O000985,P00047,3,627.45,17.95
I0000959,O000662,P00306,3,611.86,13.68
I0000960,O000667,P00387,1,226.54,12.17
I0000961,O000970,P00001,4,771.46,32.54
I0000962,O000324,P00298,5,756.56,4.75
I0000963,O000782,P00144,6,878.9,7.21
I0000964,O000600,P00236,7,545.87,16.91
I0000965,O000756,P00433,5,363.9,28.15
I0000966,O000368,P00243,2,1095.51,1.53
I0000967,O000573,P00318,6,425.12,34.65
I0000968,O000530,P00076,3,627.69,21.32
I0000969,O000013,P00326,6,1148.61,34.13
I0000970,O000050,P00137,8,955.31,12.37
I0000971,O000019,P00177,8,1130.43,17.34
I0000972,O000912,P00302,2,123.98,29.18
I0000973,O000247,P00097,4,127.85,7.18
I0000974,O000112,P00481,1,495.93,11.04
I0000975,O000326,P00062,2,523.49,7.98
I0000976,O000494,P00305,4,738.67,5.64
I0000977,O000532,P00446,5,910.98,5.76
I0000978,O000983,P00383,6,1151.45,6.18
I0000979,O000793,P00346,2,932.32,26.29
I0000980,O000167,P00455,8,627.49,14.65
I0000981,O000963,P00174,2,393.77,30.88
I0000982,O000106,P00245,4,525.04,26.97
I0000983,O000436,P00200,4,1146.85,1.86
I0000984,O000420,P00079,3,957.76,14.09
I0000985,O000816,P00025,6,1034.43,4.2
I0000986,O000948,P00465,2,1072.17,17.33
I0000987,O000446,P00329,8,1062.63,17.23
I0000988,O000704,P00067,8,464.47,7.4
I0000989,O000024,P00245,7,905.53,13.22
I0000990,O000346,P00450,-2,183.82,9.35
I0000991,O000309,P00141,6,857.73,18.63
I0000992,O000298,P00352,4,720.91,27.11
I0000993,O000829,P00464,4,771.48,29.72
I0000994,O000639,P00249,5,1020.79,34.42
I0000995,O000960,P00493,1,903.36,33.1
I0000996,O000656,P00314,8,730.65,17.1
I0000997,O000808,P00230,7,726.74,4.6
I0000998,O000486,P00356,3,621.96,25.99
I0000999,O000798,P00161,6,1182.83,32.69
I0001000,O000138,P00063,6,1068.76,4.51
I0001001,O000976,P00465,1,600.64,0.9
I0001002,O000527,P00182,7,461.17,1.24
I0001003,O000634,P00264,2,632.89,2.5
I0001004,O000750,P00447,1,387.53,16.92
I0001005,O000595,P00143,4,250.41,34.55
I0001006,O000050,P00359,7,350.95,24.55
I0001007,O000421,P00386,6,703.58,16.71
I0001008,O000196,P00147,3,80.5,3.57
I0001009,O000304,P00203,5,488.67,34.41
I0001010,O000927,P00158,5,1087.0,7.15
I0001011,O000689,P00458,8,575.88,6.46
I0001012,O000436,P00222,7,513.72,27.24
I0001013,O000526,P00271,8,450.44,30.29
I0001014,O000147,P00298,4,693.57,26.97
I0001015,O000899,P00152,5,316.63,21.14
I0001016,O000490,P00098,7,743.46,19.55
I0001017,O000016,P00213,2,81.58,28.15
I0001018,O000801,P00001,5,272.8,29.6
I0001019,O000249,P00429,6,868.7,5.21
I0001020,O000618,P00036,5,92.47,33.36
I0001021,O000588,P00317,2,847.07,10.32
I0001022,O000881,P00268,1,45.76,3.91
I0001023,O000423,P00201,-1,1093.1,31.91
I0001024,O000651,P00253,2,1170.01,4.18
I0001025,O000576,P00111,7,871.36,21.27
I0001026,O000362,P00078,6,670.81,29.87
I0001027,O000766,P00071,4,1034.89,8.36
I0001028,O000967,P00124,6,791.57,29.69
I0001029,O000318,P00296,1,490.55,15.26
I0001030,O000091,P00177,6,140.98,19.85
I0001031,O000977,P00421,6,141.1,1.78
I0001032,O000448,P00041,5,1197.75,18.72
I0001033,O000832,P00404,6,30.57,10.6
I0001034,O000540,P00121,6,245.93,1.42
I0001035,O000416,P00152,8,361.52,11.99
I0001036,O000267,P00393,8,1149.0,32.41
I0001037,O000954,P00062,3,583.63,32.16
I0001038,O000575,P00005,4,725.06,28.32
I0001039,O000089,P00361,1,641.04,13.29
I0001040,O000559,P00076,1,460.72,15.6
I0001041,O000372,P00117,6,855.65,23.78
I0001042,O000699,P00086,5,115.33,30.16
I0001043,O000508,P00039,5,189.94,26.34
I0001044,O000137,P00013,1,185.31,6.42
I0001045,O000327,P00102,7,364.91,21.14
I0001046,O000617,P00350,2,789.03,12.98
I0001047,O000892,P00343,8,489.42,26.0
I0001048,O000365,P00429,8,539.23,17.24
I0001049,O000801,P00183,5,452.04,2.34
I0001050,O000188,P00159,1,199.29,2.97
I0001051,O000218,P00285,2,519.76,16.02
I0001052,O000428,P00057,7,1131.22,12.88
I0001053,O000041,P00261,3,286.92,13.43
I0001054,O000968,P00126,4,804.97,18.64
I0001055,O000688,P00278,4,754.95,10.37
I0001056,O000812,P00112,-1,224.15,21.62
I0001057,O000751,P00493,8,391.94,22.56
I0001058,O000830,P00284,2,496.74,33.61
I0001059,O000151,P00211,1,796.01,12.3
I0001060,O000833,P00168,4,271.66,18.51
I0001061,O000231,P00092,5,236.78,7.76
I0001062,O000880,P00018,4,898.4,5.97
I0001063,O000004,P00430,8,874.39,34.64
I0001064,O000902,P00024,2,610.62,9.71
I0001065,O000204,P00136,6,156.64,33.48
I0001066,O000422,P00489,1,1167.17,20.89
I0001067,O000318,P00300,6,114.02,26.13
I0001068,O000218,P00041,3,391.82,6.43
I0001069,O000830,P00140,4,957.17,31.57
I0001070,O000269,P00472,1,445.93,4.91
I0001071,O000040,P00379,8,316.66,5.43
I0001072,O000189,P00034,4,515.4,19.64
I0001073,O000156,P00140,7,1036.44,5.37
I0001074,O000393,P00152,6,540.7,14.1
I0001075,O000984,P00383,2,86.72,24.16
I0001076,O000281,P00011,5,606.98,15.56
I0001077,O000450,P00374,2,856.61,32.31
I0001078,O000122,P00355,5,22.84,8.08
I0001079,O000603,P00451,1,1061.39,33.21
I0001080,O000566,P00398,8,992.27,30.85
I0001081,O000369,P00380,3,222.55,23.43
I0001082,O000103,P00481,2,616.51,3.29
I0001083,O000472,P00040,4,557.86,14.82
I0001084,O000519,P00071,1,438.92,21.37
I0001085,O000290,P00276,5,614.69,31.04
I0001086,O000077,P00127,7,1075.77,12.52
I0001087,O000989,P00334,6,187.62,24.72
I0001088,O000919,P00239,3,143.78,2.16
I0001089,O000297,P00290,-1,318.41,10.78
I0001090,O000746,P00175,8,1080.33,17.07
I0001091,O000863,P00365,5,297.89,33.56
I0001092,O000595,P00233,4,67.78,24.65
I0001093,O000003,P00218,2,611.89,11.94
I0001094,O000291,P00016,1,793.57,33.86
I0001095,O000670,P00185,1,1150.58,22.3
I0001096,O000576,P00139,5,844.73,29.46
I0001097,O000196,P00221,1,980.77,17.47
I0001098,O000417,P00048,8,522.58,34.51
I0001099,O000772,P00002,8,811.78,5.14
I0001100,O000804,P00385,1,682.52,19.18
I0001101,O000229,P00286,4,1045.35,31.2
I0001102,O000257,P00138,4,336.17,28.82
I0001103,O000873,P00256,3,865.56,33.08
I0001104,O000930,P00169,2,349.78,23.99
I0001105,O000253,P00265,1,131.7,7.29
I0001106,O000069,P00186,1,682.88,3.35
I0001107,O000537,P00409,8,20.46,34.85
I0001108,O000305,P00349,5,1052.99,1.38
I0001109,O000036,P00434,8,1011.24,9.92
I0001110,O000669,P00453,8,511.81,14.56
I0001111,O000208,P00159,2,688.57,7.27
I0001112,O000796,P00269,3,761.07,13.64
I0001113,O000243,P00121,5,448.24,22.48
I0001114,O000150,P00043,6,125.48,14.37
I0001115,O000201,P00351,8,1033.29,33.16
I0001116,O000620,P00314,1,1079.24,33.07
I0001117,O000450,P00245,1,1090.51,21.2
I0001118,O000128,P00206,3,349.12,3.52
I0001119,O000084,P00174,3,172.17,33.5
I0001120,O000792,P00168,8,615.14,31.83
I0001121,O000187,P00499,4,631.63,32.08
I0001122,O000644,P00148,-2,755.05,5.16
I0001123,O000159,P00037,6,300.46,13.8
I0001124,O000660,P00309,1,289.83,10.1
I0001125,O000456,P00260,1,600.13,4.34
I0001126,O000156,P00290,4,1195.47,22.46
I0001127,O000881,P00039,5,322.94,22.02
I0001128,O000877,P00204,6,709.42,32.76
I0001129,O000263,P00478,4,374.09,27.51
I0001130,O000053,P00023,7,886.17,23.36
I0001131,O000584,P00172,4,566.11,8.57
I0001132,O000815,P00004,7,1067.09,34.9
I0001133,O000363,P00246,6,978.38,27.53
I0001134,O000456,P00433,2,1102.07,18.37
I0001135,O000598,P00482,5,1069.67,12.21
I0001136,O000934,P00016,4,762.38,23.5
I0001137,O000135,P00290,4,467.72,13.65
I0001138,O000716,P00160,1,1013.79,33.53
I0001139,O000482,P00225,5,1173.3,5.03
I0001140,O000064,P00246,5,369.63,3.35
I0001141,O000507,P00495,6,984.16,30.44
I0001142,O000845,P00101,4,511.29,2.59
I0001143,O000917,P00045,6,601.14,11.76
I0001144,O000203,P00102,5,652.99,22.18
I0001145,O000191,P00195,4,1052.37,21.23
I0001146,O000044,P00012,4,930.45,21.85
I0001147,O000036,P00363,1,1059.26,14.36
I0001148,O000568,P00024,7,699.85,2.14
I0001149,O000293,P00056,6,260.24,33.17
I0001150,O000737,P00396,3,586.57,3.32
I0001151,O000011,P00137,1,880.55,22.34
I0001152,O000595,P00207,5,476.85,16.45
I0001153,O000871,P00155,8,542.32,14.11
I0001154,O000707,P00470,1,1065.98,21.96
I0001155,O000603,P00111,-3,72.61,14.17
I0001156,O000917,P00114,3,197.03,1.99
I0001157,O000387,P00102,8,378.85,1.05
I0001158,O000467,P00121,3,210.77,4.32
I0001159,O000044,P00317,6,611.14,10.47
I0001160,O000095,P00014,6,834.92,18.84
I0001161,O000620,P00423,2,1134.17,30.22
I0001162,O000013,P00100,8,452.58,24.46
I0001163,O000888,P00253,4,253.52,11.07
I0001164,O000972,P00214,8,1157.27,29.38
I0001165,O000914,P00410,5,1195.71,17.78
I0001166,O000908,P00286,8,197.32,8.48
I0001167,O000351,P00244,6,690.98,3.51
I0001168,O000059,P00380,7,598.89,6.54
I0001169,O000841,P00438,3,406.44,31.53
I0001170,O000414,P00106,4,884.02,24.97
I0001171,O000530,P00224,5,384.61,16.89
I0001172,O000815,P00176,3,1147.04,28.64
I0001173,O000419,P00441,5,1143.65,8.02
I0001174,O000329,P00271,2,1110.1,5.68
I0001175,O000847,P00446,5,990.4,6.26
I0001176,O000098,P00422,6,71.08,16.27
I0001177,O000292,P00439,4,64.28,5.72
I0001178,O000973,P00045,5,804.42,3.53
I0001179,O000748,P00147,7,764.53,11.87
I0001180,O000331,P00416,5,78.17,15.28
I0001181,O000718,P00207,6,337.31,13.94
I0001182,O000456,P00369,5,301.14,24.21
I0001183,O000576,P00187,2,89.39,2.67
I0001184,O000414,P00212,3,45.07,20.1
I0001185,O000858,P00342,8,415.71,29.3
I0001186,O000311,P00451,3,1132.17,32.12
I0001187,O000892,P00160,1,949.96,30.67
I0001188,O000222,P00071,-3,335.59,29.39
I0001189,O000598,P00367,6,554.67,3.56
I0001190,O000312,P00029,2,362.64,30.93
I0001191,O000120,P00093,2,265.46,10.21
I0001192,O000108,P00054,4,1044.01,16.63
I0001193,O000006,P00377,1,328.62,17.51
I0001194,O000282,P00095,7,251.54,21.99
I0001195,O000760,P00363,7,319.86,23.32
I0001196,O000316,P00482,5,20.23,33.3
I0001197,O000230,P00316,8,573.97,1.98
I0001198,O000476,P00145,3,617.01,17.4
I0001199,O000063,P00397,7,271.25,16.36
I0001200,O000199,P00139,8,600.87,6.63
I0001201,O000124,P00392,5,709.48,5.28
I0001202,O000387,P00381,6,160.07,28.84
I0001203,O000355,P00474,8,547.23,0.91
